sample_name	age	age_group	age_unit	altitude	anonymized_name	assigned_from_geo	body_habitat	body_product	body_site	collection_timestamp	colony_tetracycline	common_name	country	depth	description	elevation	env_biome	env_feature	env_matter	has_extracted_data	has_physical_specimen	host_common_name	host_scientific_name	host_subject_id	host_taxid	larval_tetracycline	latitude	longitude	physical_location	public	required_sample_info_status	sample_name_in_tube	sample_type	sex	taxon_id	title	village
1064.G.CJV171	unknown	drone	days	0	G.CJV171	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-10-22 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV171	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	143	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.G.CJV172	unknown	drone	days	0	G.CJV172	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-10-24 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV172	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	145	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.G.CJV173	unknown	drone	days	0	G.CJV173	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-10-24 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV173	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	147	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.G.CJV174	unknown	drone	days	0	G.CJV174	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-10-25 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV174	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	149	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.G.CJV175	unknown	drone	days	0	G.CJV175	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV175	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	151	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.G.CJV176	unknown	drone	days	0	G.CJV176	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV176	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	153	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.G.CJV189	5	nurse	days	0	G.CJV189	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV189	7460	no	18.22	-65.99	XXQIITAXX	y	completed	179	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV190	5	nurse	days	0	G.CJV190	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV190	7460	no	18.22	-65.99	XXQIITAXX	y	completed	181	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV191	5	nurse	days	0	G.CJV191	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV191	7460	no	18.22	-65.99	XXQIITAXX	y	completed	183	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV192	5	nurse	days	0	G.CJV192	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV192	7460	no	18.22	-65.99	XXQIITAXX	y	completed	185	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV193	5	nurse	days	0	G.CJV193	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV193	7460	no	18.22	-65.99	XXQIITAXX	y	completed	187	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV194	5	nurse	days	0	G.CJV194	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV194	7460	no	18.22	-65.99	XXQIITAXX	y	completed	189	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV195	12	worker	days	0	G.CJV195	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV195	7460	no	18.22	-65.99	XXQIITAXX	y	completed	191	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV196	12	worker	days	0	G.CJV196	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV196	7460	no	18.22	-65.99	XXQIITAXX	y	completed	193	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV197	12	worker	days	0	G.CJV197	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV197	7460	no	18.22	-65.99	XXQIITAXX	y	completed	195	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV198	12	worker	days	0	G.CJV198	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV198	7460	no	18.22	-65.99	XXQIITAXX	y	completed	197	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV199	12	worker	days	0	G.CJV199	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV199	7460	no	18.22	-65.99	XXQIITAXX	y	completed	199	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV200	12	worker	days	0	G.CJV200	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV200	7460	no	18.22	-65.99	XXQIITAXX	y	completed	201	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV201	21	worker	days	0	G.CJV201	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV201	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	203	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV202	21	worker	days	0	G.CJV202	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV202	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	205	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV203	21	worker	days	0	G.CJV203	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV203	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	207	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV204	21	worker	days	0	G.CJV204	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV204	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	209	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV205	21	worker	days	0	G.CJV205	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV205	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	211	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV206	21	worker	days	0	G.CJV206	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV206	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	213	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV207	unknown	queen	days	0	G.CJV207	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-10-23 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV207	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	141	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV227	1	worker	days	0	G.CJV227	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV227	7460	no	18.22	-65.99	XXQIITAXX	y	completed	227	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV228	1	worker	days	0	G.CJV228	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV228	7460	no	18.22	-65.99	XXQIITAXX	y	completed	229	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV229	1	worker	days	0	G.CJV229	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV229	7460	no	18.22	-65.99	XXQIITAXX	y	completed	231	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV230	1	worker	days	0	G.CJV230	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV230	7460	no	18.22	-65.99	XXQIITAXX	y	completed	233	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV231	1	worker	days	0	G.CJV231	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV231	7460	no	18.22	-65.99	XXQIITAXX	y	completed	235	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CJV232	1	worker	days	0	G.CJV232	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CJV232	7460	no	18.22	-65.99	XXQIITAXX	y	completed	237	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV01	1	worker	days	0	G.CV01	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV01	7460	no	18.22	-65.99	XXQIITAXX	y	completed	30	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV02	1	worker	days	0	G.CV02	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV02	7460	no	18.22	-65.99	XXQIITAXX	y	completed	32	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV03	1	worker	days	0	G.CV03	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV03	7460	no	18.22	-65.99	XXQIITAXX	y	completed	34	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV04	1	worker	days	0	G.CV04	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV04	7460	no	18.22	-65.99	XXQIITAXX	y	completed	36	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV05	1	worker	days	0	G.CV05	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV05	7460	no	18.22	-65.99	XXQIITAXX	y	completed	38	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV06	1	worker	days	0	G.CV06	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV06	7460	no	18.22	-65.99	XXQIITAXX	y	completed	40	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV10	4	nurse	days	0	G.CV10	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV10	7460	no	18.22	-65.99	XXQIITAXX	y	completed	42	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV108	unknown	queen	days	0	G.CV108	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV108	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	4	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV11	4	nurse	days	0	G.CV11	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV11	7460	no	18.22	-65.99	XXQIITAXX	y	completed	44	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV12	4	nurse	days	0	G.CV12	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV12	7460	no	18.22	-65.99	XXQIITAXX	y	completed	46	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV209	1	worker	days	0	G.CV209	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV209	7460	no	18.22	-65.99	XXQIITAXX	y	completed	287	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV210	1	worker	days	0	G.CV210	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV210	7460	no	18.22	-65.99	XXQIITAXX	y	completed	289	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV211	1	worker	days	0	G.CV211	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV211	7460	no	18.22	-65.99	XXQIITAXX	y	completed	291	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV212	1	worker	days	0	G.CV212	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV212	7460	no	18.22	-65.99	XXQIITAXX	y	completed	293	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV213	1	worker	days	0	G.CV213	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV213	7460	no	18.22	-65.99	XXQIITAXX	y	completed	295	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV214	1	worker	days	0	G.CV214	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV214	7460	no	18.22	-65.99	XXQIITAXX	y	completed	297	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV233	7	nurse	days	0	G.CV233	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV233	7460	no	18.22	-65.99	XXQIITAXX	y	completed	299	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV234	7	nurse	days	0	G.CV234	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV234	7460	no	18.22	-65.99	XXQIITAXX	y	completed	301	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV235	7	nurse	days	0	G.CV235	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV235	7460	no	18.22	-65.99	XXQIITAXX	y	completed	303	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV236	7	nurse	days	0	G.CV236	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV236	7460	no	18.22	-65.99	XXQIITAXX	y	completed	305	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV237	7	nurse	days	0	G.CV237	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV237	7460	no	18.22	-65.99	XXQIITAXX	y	completed	307	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV238	7	nurse	days	0	G.CV238	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV238	7460	no	18.22	-65.99	XXQIITAXX	y	completed	309	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV239	1	worker	days	0	G.CV239	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-12-18 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV239	7460	no	18.22	-65.99	XXQIITAXX	y	completed	92	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV240	1	worker	days	0	G.CV240	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-12-18 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV240	7460	no	18.22	-65.99	XXQIITAXX	y	completed	94	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV241	1	worker	days	0	G.CV241	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-12-18 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV241	7460	no	18.22	-65.99	XXQIITAXX	y	completed	96	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV242	1	worker	days	0	G.CV242	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV242	7460	no	18.22	-65.99	XXQIITAXX	y	completed	98	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV243	1	worker	days	0	G.CV243	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV243	7460	no	18.22	-65.99	XXQIITAXX	y	completed	100	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV244	1	worker	days	0	G.CV244	y	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	no	gut metagenome	GAZ:Puerto Rico	0	Whole intestine tissue, with food content.	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	G-CV244	7460	no	18.22	-65.99	XXQIITAXX	y	completed	102	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
