sample_name	age	age_group	age_unit	altitude	anonymized_name	assigned_from_geo	body_habitat	body_product	body_site	collection_timestamp	colony_tetracycline	common_name	country	depth	description	elevation	env_biome	env_feature	env_matter	has_extracted_data	has_physical_specimen	host_common_name	host_scientific_name	host_subject_id	host_taxid	larval_tetracycline	latitude	longitude	physical_location	public	required_sample_info_status	sample_name_in_tube	sample_type	sex	taxon_id	title	village
1064.W.CV274	unknown	pupae	days	0	W.CV274	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-12-16 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Pupae body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV274	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	91	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV275	unknown	larvae	days	0	W.CV275	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-12-16 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Larval Body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV275	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	80	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV276	unknown	larvae	days	0	W.CV276	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-12-16 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Larval Body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV276	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	81	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV277	unknown	larvae	days	0	W.CV277	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-12-18 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Larval Body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV277	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	82	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV278	unknown	larvae	days	0	W.CV278	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-12-18 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Larval Body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV278	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	83	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV279	unknown	larvae	days	0	W.CV279	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-12-18 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Larval Body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV279	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	84	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV280	unknown	larvae	days	0	W.CV280	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-12-18 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Larval Body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV280	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	85	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV348	unknown	larvae	days	0	W.CV348	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-07-11 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Larval Body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV348	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	334	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV349	unknown	larvae	days	0	W.CV349	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Larval Body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV349	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	335	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV350	unknown	larvae	days	0	W.CV350	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Larval Body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV350	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	336	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV351	unknown	larvae	days	0	W.CV351	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Larval Body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV351	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	337	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV352	unknown	larvae	days	0	W.CV352	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Larval Body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV352	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	338	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV353	unknown	larvae	days	0	W.CV353	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Larval Body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV353	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	339	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV354	unknown	pupae	days	0	W.CV354	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Pupae body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV354	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	340	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV355	unknown	pupae	days	0	W.CV355	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Pupae body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV355	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	341	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV356	unknown	pupae	days	0	W.CV356	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Pupae body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV356	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	342	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV357	unknown	pupae	days	0	W.CV357	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Pupae body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV357	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	343	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV358	unknown	pupae	days	0	W.CV358	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Pupae body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV358	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	344	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
1064.W.CV359	unknown	pupae	days	0	W.CV359	y	UBERON:multi-cellular organism	UBERON:body	UBERON:body	2011-07-12 00:00:00	yes	gut metagenome	GAZ:Puerto Rico	0	Whole Pupae body	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	True	True	honey bee	Apis mellifera	W-CV359	7460	yes	18.22	-65.99	XXQIITAXX	y	completed	345	XXQIITAXX	unknown	749906	Bee_Microbiome	Gurabo
